Accuracy for epoch 0 is 0.4876033067703247, precision is 0.4862385392189026
Accuracy for epoch 1 is 0.5371900796890259, precision is 0.5164835453033447
Accuracy for epoch 2 is 0.5950413346290588, precision is 0.5625
Accuracy for epoch 3 is 0.6280992031097412, precision is 0.5921052694320679
Accuracy for epoch 4 is 0.6198347210884094, precision is 0.5802469253540039
Accuracy for epoch 5 is 0.6198347210884094, precision is 0.5802469253540039
Accuracy for epoch 6 is 0.6198347210884094, precision is 0.5783132314682007
Accuracy for epoch 7 is 0.64462810754776, precision is 0.6000000238418579
Accuracy for epoch 8 is 0.6528925895690918, precision is 0.6103895902633667
Accuracy for epoch 9 is 0.6694214940071106, precision is 0.6266666650772095
Accuracy for epoch 10 is 0.6776859760284424, precision is 0.6315789222717285
Accuracy for epoch 11 is 0.6859503984451294, precision is 0.6363636255264282
Accuracy for epoch 12 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 13 is 0.6859503984451294, precision is 0.6363636255264282
Accuracy for epoch 14 is 0.6776859760284424, precision is 0.625
Accuracy for epoch 15 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 16 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 17 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 18 is 0.71074378490448, precision is 0.6499999761581421
Accuracy for epoch 19 is 0.71074378490448, precision is 0.6499999761581421
Accuracy for epoch 20 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 21 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 22 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 23 is 0.6859503984451294, precision is 0.6296296119689941
Accuracy for epoch 24 is 0.6776859760284424, precision is 0.6190476417541504
Accuracy for epoch 25 is 0.6776859760284424, precision is 0.6219512224197388
Accuracy for epoch 26 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 27 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 28 is 0.6859503984451294, precision is 0.6363636255264282
Accuracy for epoch 29 is 0.6363636255264282, precision is 0.584269642829895
Accuracy for epoch 30 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 31 is 0.7355371713638306, precision is 0.6753246784210205
Accuracy for epoch 32 is 0.6776859760284424, precision is 0.6388888955116272
Accuracy for epoch 33 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 34 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 35 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 36 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 37 is 0.6694214940071106, precision is 0.6202531456947327
Accuracy for epoch 38 is 0.6859503984451294, precision is 0.6567164063453674
Accuracy for epoch 39 is 0.6776859760284424, precision is 0.6190476417541504
Accuracy for epoch 40 is 0.6859503984451294, precision is 0.6615384817123413
Accuracy for epoch 41 is 0.6942148804664612, precision is 0.6571428775787354
Accuracy for epoch 42 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 43 is 0.7438016533851624, precision is 0.7058823704719543
Accuracy for epoch 44 is 0.6776859760284424, precision is 0.6351351141929626
Accuracy for epoch 45 is 0.7520661354064941, precision is 0.7101449370384216
Accuracy for epoch 46 is 0.702479362487793, precision is 0.694915235042572
Accuracy for epoch 47 is 0.6363636255264282, precision is 0.6056337952613831
Accuracy for epoch 48 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 49 is 0.64462810754776, precision is 0.6111111044883728
Accuracy for epoch 50 is 0.71074378490448, precision is 0.6666666865348816
Accuracy for epoch 51 is 0.7190082669258118, precision is 0.6712328791618347
Accuracy for epoch 52 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 53 is 0.7603305578231812, precision is 0.734375
Accuracy for epoch 54 is 0.6859503984451294, precision is 0.6521739363670349
Accuracy for epoch 55 is 0.71074378490448, precision is 0.6666666865348816
Accuracy for epoch 56 is 0.7272727489471436, precision is 0.6911764740943909
Accuracy for epoch 57 is 0.6694214940071106, precision is 0.6202531456947327
Accuracy for epoch 58 is 0.71074378490448, precision is 0.6714285612106323
Accuracy for epoch 59 is 0.7272727489471436, precision is 0.6857143044471741
Accuracy for epoch 60 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 61 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 62 is 0.64462810754776, precision is 0.5975610017776489
Accuracy for epoch 63 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 64 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 65 is 0.6694214940071106, precision is 0.6144578456878662
Accuracy for epoch 66 is 0.6859503984451294, precision is 0.6478873491287231
Accuracy for epoch 67 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 68 is 0.6776859760284424, precision is 0.6351351141929626
Accuracy for epoch 69 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 70 is 0.702479362487793, precision is 0.6619718074798584
Accuracy for epoch 71 is 0.7190082669258118, precision is 0.6712328791618347
Accuracy for epoch 72 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 73 is 0.6776859760284424, precision is 0.6388888955116272
Accuracy for epoch 74 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 75 is 0.6776859760284424, precision is 0.6315789222717285
Accuracy for epoch 76 is 0.7272727489471436, precision is 0.6756756901741028
Accuracy for epoch 77 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 78 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 79 is 0.6776859760284424, precision is 0.6315789222717285
Accuracy for epoch 80 is 0.702479362487793, precision is 0.6666666865348816
Accuracy for epoch 81 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 82 is 0.7438016533851624, precision is 0.6891891956329346
Accuracy for epoch 83 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 84 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 85 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 86 is 0.6859503984451294, precision is 0.6399999856948853
