Accuracy for epoch 32 is 0.7190082669258118, precision is 0.692307710647583
Accuracy for epoch 33 is 0.6859503984451294, precision is 0.6521739363670349
Accuracy for epoch 34 is 0.702479362487793, precision is 0.6666666865348816
Accuracy for epoch 35 is 0.6859503984451294, precision is 0.6521739363670349
Accuracy for epoch 36 is 0.6611570119857788, precision is 0.6184210777282715
Accuracy for epoch 37 is 0.6859503984451294, precision is 0.6438356041908264
Accuracy for epoch 38 is 0.6528925895690918, precision is 0.607594907283783
Accuracy for epoch 39 is 0.6694214940071106, precision is 0.6202531456947327
Accuracy for epoch 40 is 0.6859503984451294, precision is 0.6296296119689941
Accuracy for epoch 41 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 42 is 0.64462810754776, precision is 0.625
Accuracy for epoch 43 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 44 is 0.6942148804664612, precision is 0.6774193644523621
Accuracy for epoch 45 is 0.6198347210884094, precision is 0.5844155550003052
Accuracy for epoch 46 is 0.6694214940071106, precision is 0.6338028311729431
Accuracy for epoch 47 is 0.6859503984451294, precision is 0.6478873491287231
Accuracy for epoch 48 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 49 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 50 is 0.6942148804664612, precision is 0.6341463327407837
Accuracy for epoch 51 is 0.702479362487793, precision is 0.6385542154312134
Accuracy for epoch 52 is 0.6859503984451294, precision is 0.6329113841056824
Accuracy for epoch 53 is 0.6942148804664612, precision is 0.637499988079071
Accuracy for epoch 54 is 0.6942148804664612, precision is 0.637499988079071
Accuracy for epoch 55 is 0.7520661354064941, precision is 0.7230769395828247
Accuracy for epoch 56 is 0.6776859760284424, precision is 0.6282051205635071
Accuracy for epoch 57 is 0.702479362487793, precision is 0.6419752836227417
Accuracy for epoch 58 is 0.6942148804664612, precision is 0.637499988079071
Accuracy for epoch 59 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 60 is 0.6363636255264282, precision is 0.6000000238418579
Accuracy for epoch 61 is 0.6611570119857788, precision is 0.6184210777282715
Accuracy for epoch 62 is 0.6280992031097412, precision is 0.5921052694320679
Accuracy for epoch 63 is 0.6776859760284424, precision is 0.6282051205635071
Accuracy for epoch 64 is 0.702479362487793, precision is 0.6455696225166321
Accuracy for epoch 65 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 66 is 0.7355371713638306, precision is 0.7213114500045776
Accuracy for epoch 67 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 68 is 0.702479362487793, precision is 0.6419752836227417
Accuracy for epoch 69 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 70 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 71 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 72 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 73 is 0.702479362487793, precision is 0.6385542154312134
Accuracy for epoch 74 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 75 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 76 is 0.6859503984451294, precision is 0.6329113841056824
Accuracy for epoch 77 is 0.6942148804664612, precision is 0.637499988079071
Accuracy for epoch 78 is 0.6528925895690918, precision is 0.607594907283783
Accuracy for epoch 79 is 0.702479362487793, precision is 0.6455696225166321
Accuracy for epoch 80 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 81 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 82 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 83 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 84 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 85 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 86 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 87 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 88 is 0.6694214940071106, precision is 0.6301369667053223
Accuracy for epoch 89 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 90 is 0.6776859760284424, precision is 0.65625
Accuracy for epoch 91 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 92 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 93 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 94 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 95 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 96 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 97 is 0.7355371713638306, precision is 0.6800000071525574
Accuracy for epoch 98 is 0.7272727489471436, precision is 0.6756756901741028
Accuracy for epoch 99 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 100 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 101 is 0.6776859760284424, precision is 0.6282051205635071
Accuracy for epoch 102 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 103 is 0.6776859760284424, precision is 0.6315789222717285
Accuracy for epoch 104 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 105 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 106 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 107 is 0.6776859760284424, precision is 0.6315789222717285
Accuracy for epoch 108 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 109 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 110 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 111 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 112 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 113 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 114 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 115 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 116 is 0.7190082669258118, precision is 0.6760563254356384
Accuracy for epoch 117 is 0.7355371713638306, precision is 0.6849315166473389
Accuracy for epoch 118 is 0.7190082669258118, precision is 0.6811594367027283
Accuracy for epoch 119 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 120 is 0.7190082669258118, precision is 0.6623376607894897
Accuracy for epoch 121 is 0.7190082669258118, precision is 0.6712328791618347
Accuracy for epoch 122 is 0.7272727489471436, precision is 0.6805555820465088
Accuracy for epoch 123 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 124 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 125 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 126 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 127 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 128 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 129 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 130 is 0.6694214940071106, precision is 0.6301369667053223
Accuracy for epoch 131 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 132 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 133 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 134 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 135 is 0.6776859760284424, precision is 0.65625
Accuracy for epoch 136 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 137 is 0.6942148804664612, precision is 0.637499988079071
Accuracy for epoch 138 is 0.702479362487793, precision is 0.6455696225166321
Accuracy for epoch 139 is 0.6859503984451294, precision is 0.6329113841056824
Accuracy for epoch 140 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 141 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 142 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 143 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 144 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 145 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 146 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 147 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 148 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 149 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 150 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 151 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 152 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 153 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 154 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 155 is 0.6859503984451294, precision is 0.6399999856948853
Accuracy for epoch 156 is 0.6942148804664612, precision is 0.6571428775787354
Accuracy for epoch 157 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 158 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 159 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 160 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 161 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 162 is 0.7190082669258118, precision is 0.6760563254356384
Accuracy for epoch 163 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 164 is 0.6942148804664612, precision is 0.6571428775787354
Accuracy for epoch 165 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 166 is 0.6776859760284424, precision is 0.6282051205635071
Accuracy for epoch 167 is 0.6942148804664612, precision is 0.6571428775787354
Accuracy for epoch 168 is 0.6942148804664612, precision is 0.6527777910232544
Accuracy for epoch 169 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 170 is 0.6859503984451294, precision is 0.6521739363670349
Accuracy for epoch 171 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 172 is 0.71074378490448, precision is 0.6578947305679321
Accuracy for epoch 173 is 0.6859503984451294, precision is 0.6521739363670349
Accuracy for epoch 174 is 0.71074378490448, precision is 0.6666666865348816
Accuracy for epoch 175 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 176 is 0.702479362487793, precision is 0.6575342416763306
Accuracy for epoch 177 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 178 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 179 is 0.6942148804664612, precision is 0.6486486196517944
Accuracy for epoch 180 is 0.702479362487793, precision is 0.6666666865348816
Accuracy for epoch 181 is 0.6942148804664612, precision is 0.6617646813392639
Accuracy for epoch 182 is 0.7272727489471436, precision is 0.6710526347160339
Accuracy for epoch 183 is 0.702479362487793, precision is 0.6619718074798584
Accuracy for epoch 184 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 185 is 0.71074378490448, precision is 0.6538461446762085
Accuracy for epoch 186 is 0.7272727489471436, precision is 0.6805555820465088
Accuracy for epoch 187 is 0.7190082669258118, precision is 0.6666666865348816
Accuracy for epoch 188 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 189 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 190 is 0.702479362487793, precision is 0.649350643157959
Accuracy for epoch 191 is 0.6942148804664612, precision is 0.6447368264198303
Accuracy for epoch 192 is 0.7190082669258118, precision is 0.6712328791618347
Accuracy for epoch 193 is 0.71074378490448, precision is 0.662162184715271
Accuracy for epoch 194 is 0.6942148804664612, precision is 0.6410256624221802
Accuracy for epoch 195 is 0.7272727489471436, precision is 0.6805555820465088
Accuracy for epoch 196 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 197 is 0.7190082669258118, precision is 0.6712328791618347
Accuracy for epoch 198 is 0.702479362487793, precision is 0.653333306312561
Accuracy for epoch 199 is 0.6859503984451294, precision is 0.6399999856948853
